contacts_seen,cumulative_confirmed_cases,cumulative_confirmed_deaths,cumulative_contacts_isolated,cumulative_contacts_traced,cumulative_suspected_cases,cumulative_suspected_deaths,hosp_escaped,hospitalised,in_bed_previous_day,national_cumulative_confirmed_cases,national_cumulative_confirmed_deaths,national_cumulative_recovered_cases,national_cumulative_suspected_cases,national_cumulative_suspected_deaths,national_suspected_cases_in_isolation,national_suspected_cases_under_investigation,new_confirmed_cases,new_contacts_isolated,new_contacts_listed,new_hosp_admissions,new_hosp_detainees,new_hosp_other,new_suspected_cases,new_suspected_deaths,total_poe_hand_washing,total_poe_passed,total_poe_refused_hand_washing,total_poe_refused_screening,total_poe_sanitised,total_poe_screened,rt_proxy,label_next_7d
0.0,13.0,0.0,16.0,176.0,309.0,77.0,2.0,30.0,30.0,,,,,,,,12.0,4.0,15.0,21.0,0.0,9.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,13.0,0.0,22.0,176.0,317.0,80.0,2.0,30.0,30.0,,,,,,,,0.0,6.0,0.0,21.0,0.0,9.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,14.0,0.0,23.0,176.0,322.0,84.0,1.0,36.0,30.0,,,,,,,,1.0,1.0,0.0,27.0,0.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
46.0,10.0,0.0,30.0,222.0,339.0,88.0,1.0,34.0,30.0,,,,,,,,0.0,7.0,46.0,4.0,0.0,4.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,22.0,,,,,,,,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,22.0,,,,,,,,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,22.0,,,,,,,,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,22.0,,,,,,,,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,22.0,,,,,,,,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,22.0,,,,,,,,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,22.0,,,,,,,,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
15.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,22.0,,,,,,,,1.0,1.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
15.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,16.0,22.0,,,,,,,,1.0,1.0,0.0,15.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,3.0,133.0,0.0,0.0,0.0,16.0,22.0,,,,,,,,0.0,3.0,133.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,3.0,133.0,0.0,0.0,0.0,16.0,22.0,,,,,,,,0.0,3.0,133.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,3.0,133.0,0.0,0.0,0.0,16.0,22.0,,,,,,,,0.0,3.0,133.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,3.0,133.0,0.0,0.0,0.0,16.0,22.0,,,,,,,,0.0,3.0,133.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,4.0,0.0,3.0,133.0,14.0,1.0,0.0,16.0,22.0,,,,,,,,4.0,3.0,133.0,15.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,4.0,0.0,8.0,133.0,19.0,5.0,0.0,16.0,22.0,,,,,,,,0.0,5.0,0.0,15.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,5.0,0.0,17.0,133.0,28.0,5.0,0.0,16.0,22.0,,,,,,,,1.0,9.0,0.0,15.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
207.0,11.0,0.0,26.0,340.0,38.0,6.0,0.0,23.0,22.0,,,,,,,,2.0,9.0,207.0,16.0,7.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
234.0,9.0,0.0,6.0,365.0,45.0,8.0,0.0,24.0,22.0,,,,,,,,0.0,6.0,25.0,2.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,32.0,37.0,5.0,12.0,0.0,0.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,0
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,32.0,37.0,5.0,12.0,0.0,0.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,0
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,32.0,37.0,5.0,12.0,0.0,0.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,0
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,32.0,37.0,5.0,12.0,0.0,0.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,1
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,32.0,37.0,5.0,12.0,0.0,0.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,1
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,32.0,37.0,5.0,12.0,0.0,0.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,1
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,32.0,37.0,5.0,12.0,0.0,0.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,1
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,32.0,37.0,5.0,12.0,0.0,0.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,1
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,32.0,37.0,5.0,12.0,0.0,0.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,1
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,120.0,37.0,5.0,12.0,0.0,4.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,0
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,120.0,37.0,5.0,12.0,0.0,4.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,0
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,120.0,37.0,5.0,12.0,0.0,4.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,0
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,120.0,37.0,5.0,12.0,0.0,4.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,0
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,120.0,37.0,5.0,12.0,0.0,4.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,0
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,120.0,37.0,5.0,12.0,0.0,4.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,0
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,120.0,37.0,5.0,12.0,0.0,4.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,0
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,120.0,37.0,5.0,12.0,0.0,4.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,0
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,120.0,37.0,5.0,12.0,0.0,4.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,0
78.0,0.0,0.0,5.0,120.0,0.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,120.0,37.0,5.0,12.0,0.0,38.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,1
78.0,13.0,0.0,5.0,120.0,72.0,0.0,1.0,54.0,34.0,,,,,,,,13.0,5.0,120.0,37.0,5.0,12.0,72.0,38.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,1
78.0,13.0,0.0,5.0,120.0,72.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,120.0,37.0,5.0,12.0,0.0,38.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,1
78.0,13.0,0.0,5.0,120.0,72.0,0.0,1.0,54.0,34.0,,,,,,,,0.0,5.0,120.0,37.0,5.0,12.0,0.0,38.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,1
78.0,19.0,0.0,51.0,120.0,136.0,38.0,1.0,54.0,34.0,,,,,,,,6.0,46.0,120.0,37.0,5.0,12.0,64.0,38.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,1
78.0,25.0,0.0,44.0,335.0,154.0,43.0,1.0,54.0,34.0,,,,,,,,4.0,13.0,215.0,37.0,5.0,12.0,18.0,5.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,1
83.0,24.0,0.0,69.0,621.0,179.0,44.0,1.0,54.0,34.0,,,,,,,,3.0,25.0,286.0,37.0,5.0,12.0,25.0,1.0,102.0,102.0,0.0,0.0,102.0,102.0,1.0,1
0.0,31.0,1.0,81.0,621.0,193.0,51.0,0.0,88.0,34.0,,,,,,,,7.0,12.0,0.0,76.0,0.0,12.0,14.0,7.0,940.0,940.0,0.0,0.0,940.0,940.0,1.0,1
0.0,32.0,2.0,132.0,621.0,221.0,63.0,0.0,45.0,34.0,,,,,,,,1.0,8.0,0.0,11.0,1.0,10.0,28.0,12.0,2996.0,3152.0,156.0,156.0,3152.0,2996.0,1.0,1
,0.0,,1.0,,0.0,0.0,,,,,,,,,,,0.0,1.0,,,,,0.0,,291.0,291.0,0.0,0.0,291.0,291.0,1.0,0
,0.0,,1.0,,0.0,0.0,,,,,,,,,,,0.0,1.0,,,,,0.0,,291.0,291.0,0.0,0.0,291.0,291.0,1.0,0
,0.0,,1.0,,0.0,0.0,,,,,,,,,,,0.0,1.0,,,,,0.0,,291.0,291.0,0.0,0.0,291.0,291.0,1.0,0
,0.0,,1.0,,0.0,0.0,,,,,,,,,,,0.0,1.0,,,,,0.0,,291.0,291.0,0.0,0.0,291.0,291.0,1.0,0
,0.0,,1.0,,0.0,0.0,,,,,,,,,,,0.0,1.0,,,,,0.0,,291.0,291.0,0.0,0.0,291.0,291.0,1.0,0
,0.0,,1.0,,0.0,0.0,,,,,,,,,,,0.0,1.0,,,,,0.0,,291.0,291.0,0.0,0.0,291.0,291.0,1.0,0
,0.0,,1.0,,0.0,0.0,,,,,,,,,,,0.0,1.0,,,,,0.0,,291.0,291.0,0.0,0.0,291.0,291.0,1.0,0
,0.0,,1.0,,0.0,0.0,,,,,,,,,,,0.0,1.0,,,,,0.0,,130.0,130.0,0.0,0.0,130.0,130.0,1.0,0
,0.0,,1.0,,0.0,0.0,,,,,,,,,,,0.0,1.0,,,,,0.0,,148.0,167.0,19.0,19.0,167.0,148.0,1.0,0
